Mã s? ID,Tình tr?ng,?ã b?t ??u vào lúc,?ã hoàn thành,Th?i gian th?c hi?n,"?i?m/10,00","Q. 1 /1,00","Q. 2 /1,00","Q. 3 /1,00","Q. 4 /1,00","Q. 5 /1,00","Q. 6 /1,00","Q. 7 /1,00","Q. 8 /1,00","Q. 9 /1,00","Q. 10 /1,00"
1912046,?ã hoàn thành,21 March 2020  5:33 PM,21 March 2020  5:35 PM,1 phút 50 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1937019,?ã hoàn thành,21 March 2020  7:03 PM,21 March 2020  7:14 PM,10 phút 27 giây,"7,75","1,00","1,00","1,00","1,00","0,50","0,50","0,75","1,00","0,00","1,00"
1937019,?ã hoàn thành,21 March 2020  7:15 PM,21 March 2020  7:17 PM,2 phút 3 giây,"8,75","1,00","1,00","1,00","1,00","0,50","0,50","0,75","1,00","1,00","1,00"
1937019,?ã hoàn thành,21 March 2020  7:18 PM,21 March 2020  7:20 PM,1 phút 51 giây,"9,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00","1,00"
1937019,?ã hoàn thành,21 March 2020  7:21 PM,21 March 2020  7:24 PM,2 phút 39 giây,"9,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00","1,00"
1937019,?ã hoàn thành,21 March 2020  7:24 PM,21 March 2020  7:25 PM,1 phút 8 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914078,?ã hoàn thành,21 March 2020  7:33 PM,21 March 2020  7:34 PM,1 phút 15 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911136,?ã hoàn thành,21 March 2020  8:07 PM,21 March 2020  8:10 PM,2 phút 35 giây,"8,00","1,00","1,00","1,00","1,00","0,50","0,50","1,00","1,00","0,00","1,00"
1911136,?ã hoàn thành,21 March 2020  8:10 PM,21 March 2020  8:11 PM,33 giây,"9,00","1,00","1,00","1,00","1,00","0,50","0,50","1,00","1,00","1,00","1,00"
1911136,?ã hoàn thành,21 March 2020  8:11 PM,21 March 2020  8:11 PM,29 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914845,?ã hoàn thành,21 March 2020  8:39 PM,21 March 2020  8:42 PM,2 phút 29 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1914845,?ã hoàn thành,21 March 2020  8:42 PM,21 March 2020  8:44 PM,1 phút 8 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910666,?ã hoàn thành,21 March 2020  9:34 PM,21 March 2020  9:47 PM,12 phút 16 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914038,?ã hoàn thành,21 March 2020  9:55 PM,21 March 2020  10:02 PM,7 phút 36 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911262,?ã hoàn thành,22 March 2020  12:02 AM,22 March 2020  12:05 AM,3 phút 32 giây,"8,00","1,00","1,00","1,00","1,00","1,00","0,50","0,50","1,00","0,00","1,00"
1911262,?ã hoàn thành,22 March 2020  12:06 AM,22 March 2020  12:08 AM,1 phút 50 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1911262,?ã hoàn thành,22 March 2020  12:09 AM,22 March 2020  12:10 AM,1 phút 28 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913651,?ã hoàn thành,22 March 2020  10:24 AM,22 March 2020  10:25 AM,1 phút 51 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915919,?ã hoàn thành,22 March 2020  11:24 AM,22 March 2020  11:29 AM,5 phút 31 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915865,?ã hoàn thành,22 March 2020  11:41 AM,22 March 2020  11:46 AM,4 phút 25 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915865,?ã hoàn thành,22 March 2020  11:46 AM,22 March 2020  11:48 AM,1 phút 50 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915865,?ã hoàn thành,22 March 2020  11:49 AM,22 March 2020  11:52 AM,2 phút 50 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915562,?ã hoàn thành,22 March 2020  12:51 PM,22 March 2020  12:58 PM,6 phút 10 giây,"8,25","1,00","1,00","1,00","1,00","1,00","0,50","0,75","1,00","0,00","1,00"
1915562,?ã hoàn thành,22 March 2020  12:59 PM,22 March 2020  1:01 PM,2 phút 3 giây,"9,50","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00"
1915562,?ã hoàn thành,22 March 2020  1:02 PM,22 March 2020  1:03 PM,47 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912817,?ã hoàn thành,22 March 2020  1:16 PM,22 March 2020  1:19 PM,3 phút 35 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913396,?ã hoàn thành,22 March 2020  1:22 PM,22 March 2020  1:25 PM,2 phút 41 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912522,?ã hoàn thành,22 March 2020  2:35 PM,22 March 2020  2:44 PM,8 phút 30 giây,"9,00","1,00","1,00","1,00","1,00","0,50","1,00","0,50","1,00","1,00","1,00"
1911314,?ã hoàn thành,22 March 2020  2:43 PM,22 March 2020  2:50 PM,6 phút 31 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912522,?ã hoàn thành,22 March 2020  2:52 PM,22 March 2020  2:53 PM,1 phút 14 giây,"9,00","1,00","1,00","1,00","1,00","0,50","1,00","0,50","1,00","1,00","1,00"
1912522,?ã hoàn thành,22 March 2020  2:54 PM,22 March 2020  2:55 PM,47 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1912522,?ã hoàn thành,22 March 2020  2:55 PM,22 March 2020  2:56 PM,1 phút 1 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915473,?ã hoàn thành,22 March 2020  4:23 PM,22 March 2020  4:27 PM,3 phút 54 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915473,?ã hoàn thành,22 March 2020  4:28 PM,22 March 2020  4:29 PM,59 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915473,?ã hoàn thành,22 March 2020  4:30 PM,22 March 2020  4:31 PM,44 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912798,?ã hoàn thành,22 March 2020  5:15 PM,22 March 2020  5:18 PM,3 phút 21 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912705,?ã hoàn thành,22 March 2020  5:23 PM,22 March 2020  5:28 PM,4 phút 59 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910101,?ã hoàn thành,22 March 2020  7:16 PM,22 March 2020  7:20 PM,4 phút 11 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1913599,?ã hoàn thành,22 March 2020  7:17 PM,22 March 2020  7:22 PM,5 phút 17 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1910101,?ã hoàn thành,22 March 2020  7:21 PM,22 March 2020  7:22 PM,1 phút 5 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910101,?ã hoàn thành,22 March 2020  7:22 PM,22 March 2020  7:23 PM,56 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910916,?ã hoàn thành,22 March 2020  7:26 PM,22 March 2020  7:35 PM,8 phút 30 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912288,?ã hoàn thành,22 March 2020  8:22 PM,22 March 2020  8:27 PM,5 phút 6 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915953,?ã hoàn thành,22 March 2020  8:32 PM,22 March 2020  8:36 PM,3 phút 59 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1913764,?ã hoàn thành,22 March 2020  9:50 PM,22 March 2020  9:57 PM,7 phút 23 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914763,?ã hoàn thành,23 March 2020  9:13 AM,23 March 2020  9:19 AM,5 phút 10 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914738,?ã hoàn thành,23 March 2020  10:08 AM,23 March 2020  10:12 AM,4 phút 4 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913341,?ã hoàn thành,23 March 2020  2:07 PM,23 March 2020  2:10 PM,2 phút 36 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1511191,?ã hoàn thành,23 March 2020  2:48 PM,23 March 2020  2:54 PM,5 phút 45 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1511191,?ã hoàn thành,23 March 2020  2:59 PM,23 March 2020  3:01 PM,1 phút 44 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910038,?ã hoàn thành,23 March 2020  3:47 PM,23 March 2020  3:50 PM,2 phút 49 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1910038,?ã hoàn thành,23 March 2020  3:51 PM,23 March 2020  3:52 PM,1 phút 6 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914802,?ã hoàn thành,23 March 2020  3:52 PM,23 March 2020  3:58 PM,6 phút 40 giây,"8,25","1,00","1,00","1,00","1,00","0,50","1,00","0,75","1,00","0,00","1,00"
1913026,?ã hoàn thành,23 March 2020  3:52 PM,23 March 2020  3:58 PM,5 phút 50 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914802,?ã hoàn thành,23 March 2020  4:00 PM,23 March 2020  4:03 PM,2 phút 28 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912602,?ã hoàn thành,23 March 2020  4:01 PM,23 March 2020  4:05 PM,3 phút 23 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1912602,?ã hoàn thành,23 March 2020  4:05 PM,23 March 2020  4:06 PM,49 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915541,?ã hoàn thành,23 March 2020  4:17 PM,23 March 2020  4:22 PM,4 phút 28 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1915541,?ã hoàn thành,23 March 2020  4:22 PM,23 March 2020  4:23 PM,1 phút 28 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914477,?ã hoàn thành,23 March 2020  7:14 PM,23 March 2020  7:19 PM,4 phút 33 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915656,?ã hoàn thành,23 March 2020  7:27 PM,23 March 2020  7:39 PM,12 phút 33 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1915656,?ã hoàn thành,23 March 2020  7:40 PM,23 March 2020  7:42 PM,1 phút 39 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1915656,?ã hoàn thành,23 March 2020  7:42 PM,23 March 2020  7:44 PM,1 phút 26 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1915656,?ã hoàn thành,23 March 2020  7:44 PM,23 March 2020  7:45 PM,55 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1914637,?ã hoàn thành,23 March 2020  7:59 PM,23 March 2020  8:05 PM,5 phút 31 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1914637,?ã hoàn thành,23 March 2020  8:06 PM,23 March 2020  8:08 PM,1 phút 55 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1914637,?ã hoàn thành,23 March 2020  8:10 PM,23 March 2020  8:12 PM,1 phút 19 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913386,?ã hoàn thành,23 March 2020  8:40 PM,23 March 2020  8:50 PM,10 phút 9 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913048,?ã hoàn thành,23 March 2020  8:58 PM,23 March 2020  9:03 PM,4 phút 46 giây,"9,00","1,00","1,00","1,00","0,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913048,?ã hoàn thành,23 March 2020  9:04 PM,23 March 2020  9:06 PM,1 phút 46 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914864,?ã hoàn thành,23 March 2020  9:49 PM,23 March 2020  9:54 PM,4 phút 39 giây,"9,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00","1,00"
1914864,?ã hoàn thành,23 March 2020  9:55 PM,23 March 2020  9:55 PM,52 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913261,?ã hoàn thành,23 March 2020  11:22 PM,23 March 2020  11:31 PM,9 phút 22 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913261,?ã hoàn thành,23 March 2020  11:32 PM,23 March 2020  11:34 PM,1 phút 31 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913261,?ã hoàn thành,23 March 2020  11:35 PM,23 March 2020  11:36 PM,1 phút 5 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915811,?ã hoàn thành,24 March 2020  12:31 AM,24 March 2020  12:33 AM,2 phút 3 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1915811,?ã hoàn thành,24 March 2020  12:33 AM,24 March 2020  12:34 AM,37 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914352,?ã hoàn thành,24 March 2020  8:35 AM,24 March 2020  8:37 AM,2 phút 39 giây,"7,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","0,00"
1914352,?ã hoàn thành,24 March 2020  8:38 AM,24 March 2020  8:39 AM,1 phút 4 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1914352,?ã hoàn thành,24 March 2020  8:40 AM,24 March 2020  8:41 AM,50 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913380,?ã hoàn thành,24 March 2020  8:44 AM,24 March 2020  8:48 AM,3 phút 33 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1910346,?ã hoàn thành,24 March 2020  8:47 AM,24 March 2020  8:50 AM,3 phút 22 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910137,?ã hoàn thành,24 March 2020  9:57 AM,24 March 2020  10:03 AM,6 phút 3 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910137,?ã hoàn thành,24 March 2020  10:07 AM,24 March 2020  10:09 AM,2 phút 2 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913380,?ã hoàn thành,24 March 2020  10:15 AM,24 March 2020  10:16 AM,1 phút 53 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910094,?ã hoàn thành,24 March 2020  12:22 PM,24 March 2020  12:28 PM,5 phút 33 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912980,?ã hoàn thành,24 March 2020  2:04 PM,24 March 2020  2:06 PM,1 phút 58 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1912980,?ã hoàn thành,24 March 2020  2:06 PM,24 March 2020  2:07 PM,1 phút 17 giây,"9,25","1,00","1,00","1,00","1,00","1,00","1,00","0,25","1,00","1,00","1,00"
1912980,?ã hoàn thành,24 March 2020  2:08 PM,24 March 2020  2:09 PM,1 phút 5 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1812477,?ã hoàn thành,24 March 2020  2:56 PM,24 March 2020  3:04 PM,8 phút 30 giây,"8,00","1,00","1,00","1,00","1,00","0,50","1,00","0,50","1,00","0,00","1,00"
1915651,?ã hoàn thành,24 March 2020  4:21 PM,24 March 2020  4:26 PM,5 phút 16 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910409,?ã hoàn thành,24 March 2020  7:52 PM,24 March 2020  8:03 PM,10 phút 31 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913354,?ã hoàn thành,24 March 2020  8:24 PM,24 March 2020  8:30 PM,5 phút 45 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915275,?ã hoàn thành,24 March 2020  8:27 PM,24 March 2020  8:29 PM,2 phút 4 giây,"8,50","1,00","1,00","1,00","0,00","1,00","1,00","0,50","1,00","1,00","1,00"
1912966,?ã hoàn thành,24 March 2020  8:56 PM,24 March 2020  9:01 PM,5 phút 6 giây,"7,50","1,00","1,00","1,00","0,00","1,00","1,00","0,50","1,00","0,00","1,00"
1912966,?ã hoàn thành,24 March 2020  9:02 PM,24 March 2020  9:04 PM,1 phút 41 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913334,?ã hoàn thành,24 March 2020  9:43 PM,24 March 2020  9:52 PM,8 phút 39 giây,"7,00","1,00","1,00","1,00","1,00","0,50","1,00","0,50","1,00","0,00","0,00"
1912457,?ã hoàn thành,24 March 2020  9:50 PM,24 March 2020  9:53 PM,3 phút 19 giây,"9,50","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00"
1912457,?ã hoàn thành,24 March 2020  9:54 PM,24 March 2020  9:55 PM,1 phút 28 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913918,?ã hoàn thành,24 March 2020  10:00 PM,24 March 2020  10:04 PM,4 phút 31 giây,"8,00","1,00","1,00","1,00","1,00","0,50","0,50","1,00","1,00","1,00","0,00"
1913652,?ã hoàn thành,24 March 2020  10:04 PM,24 March 2020  10:07 PM,3 phút 14 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913918,?ã hoàn thành,24 March 2020  10:06 PM,24 March 2020  10:07 PM,1 phút 30 giây,"9,00","1,00","1,00","1,00","1,00","0,50","0,50","1,00","1,00","1,00","1,00"
1913918,?ã hoàn thành,24 March 2020  10:09 PM,24 March 2020  10:10 PM,1 phút 13 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1613431,?ã hoàn thành,24 March 2020  10:12 PM,24 March 2020  10:16 PM,3 phút 22 giây,"7,00","0,00","1,00","0,50","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1613431,?ã hoàn thành,24 March 2020  10:17 PM,24 March 2020  10:18 PM,1 phút 22 giây,"9,00","1,00","1,00","0,50","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1613431,?ã hoàn thành,24 March 2020  10:19 PM,24 March 2020  10:20 PM,1 phút 14 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1613431,?ã hoàn thành,24 March 2020  10:22 PM,24 March 2020  10:24 PM,1 phút 58 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1613431,?ã hoàn thành,24 March 2020  10:25 PM,24 March 2020  10:26 PM,45 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915439,?ã hoàn thành,24 March 2020  11:01 PM,24 March 2020  11:10 PM,9 phút 1 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1915439,?ã hoàn thành,24 March 2020  11:11 PM,24 March 2020  11:13 PM,2 phút 11 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911363,?ã hoàn thành,24 March 2020  11:35 PM,24 March 2020  11:38 PM,2 phút 57 giây,"8,00","1,00","1,00","1,00","0,00","1,00","1,00","1,00","1,00","0,00","1,00"
1911363,?ã hoàn thành,24 March 2020  11:39 PM,24 March 2020  11:40 PM,1 phút 39 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910202,?ã hoàn thành,25 March 2020  1:06 AM,25 March 2020  1:10 AM,3 phút 32 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910202,?ã hoàn thành,25 March 2020  1:11 AM,25 March 2020  1:11 AM,47 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1812478,?ã hoàn thành,25 March 2020  6:52 AM,25 March 2020  6:56 AM,3 phút 58 giây,"4,50","1,00","1,00","0,00","0,00","0,50","0,50","0,50","1,00","0,00","0,00"
1812478,?ã hoàn thành,25 March 2020  6:57 AM,25 March 2020  6:59 AM,2 phút 16 giây,"6,00","1,00","1,00","0,50","1,00","0,50","0,50","0,50","1,00","0,00","0,00"
1915822,?ã hoàn thành,25 March 2020  10:05 AM,25 March 2020  10:07 AM,2 phút 45 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1915822,?ã hoàn thành,25 March 2020  10:08 AM,25 March 2020  10:10 AM,1 phút 10 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914830,?ã hoàn thành,25 March 2020  10:29 AM,25 March 2020  10:39 AM,9 phút 59 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912683,?ã hoàn thành,25 March 2020  11:23 AM,25 March 2020  11:28 AM,4 phút 50 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1912683,?ã hoàn thành,25 March 2020  11:28 AM,25 March 2020  11:30 AM,1 phút 21 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1912683,?ã hoàn thành,25 March 2020  11:32 AM,25 March 2020  11:33 AM,1 phút 13 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1912683,?ã hoàn thành,25 March 2020  11:33 AM,25 March 2020  11:34 AM,44 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910351,?ã hoàn thành,25 March 2020  1:19 PM,25 March 2020  1:21 PM,1 phút 18 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910032,?ã hoàn thành,25 March 2020  2:11 PM,25 March 2020  2:15 PM,4 phút 20 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915268,?ã hoàn thành,25 March 2020  2:13 PM,25 March 2020  2:17 PM,3 phút 13 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1915268,?ã hoàn thành,25 March 2020  2:17 PM,25 March 2020  2:18 PM,56 giây,"9,25","1,00","1,00","1,00","1,00","0,50","1,00","0,75","1,00","1,00","1,00"
1915268,?ã hoàn thành,25 March 2020  2:19 PM,25 March 2020  2:20 PM,51 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911058,?ã hoàn thành,25 March 2020  3:36 PM,25 March 2020  3:42 PM,6 phút 15 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912237,?ã hoàn thành,25 March 2020  4:17 PM,25 March 2020  4:24 PM,7 phút 29 giây,"8,00","1,00","1,00","1,00","0,00","1,00","1,00","1,00","1,00","0,00","1,00"
1912237,?ã hoàn thành,25 March 2020  4:25 PM,25 March 2020  4:26 PM,1 phút 29 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911207,?ã hoàn thành,25 March 2020  5:25 PM,25 March 2020  5:26 PM,1 phút,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1937024,?ã hoàn thành,25 March 2020  9:49 PM,25 March 2020  9:58 PM,8 phút 39 giây,"8,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","0,00","1,00"
1937024,?ã hoàn thành,25 March 2020  10:01 PM,25 March 2020  10:03 PM,2 phút 16 giây,"9,00","1,00","1,00","1,00","1,00","0,50","0,50","1,00","1,00","1,00","1,00"
1915656,?ã hoàn thành,25 March 2020  10:04 PM,25 March 2020  10:06 PM,2 phút,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910202,?ã hoàn thành,25 March 2020  10:08 PM,25 March 2020  10:09 PM,1 phút 11 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910202,?ã hoàn thành,25 March 2020  10:11 PM,25 March 2020  10:11 PM,45 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914881,?ã hoàn thành,25 March 2020  10:15 PM,25 March 2020  10:20 PM,4 phút 47 giây,"7,50","1,00","1,00","1,00","0,00","1,00","1,00","0,50","1,00","0,00","1,00"
1914881,?ã hoàn thành,25 March 2020  10:24 PM,25 March 2020  10:26 PM,2 phút 46 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1914881,?ã hoàn thành,25 March 2020  10:27 PM,25 March 2020  10:31 PM,3 phút 44 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915903,?ã hoàn thành,25 March 2020  10:53 PM,25 March 2020  10:57 PM,3 phút 37 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1915903,?ã hoàn thành,25 March 2020  10:58 PM,25 March 2020  10:59 PM,1 phút 1 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
